Doctor Name,Address,PTR
QUIAMCO ELTON,CAPITOL MEDICAL CENTER,nan
QUIOGUE VERGEL,CAPITOL MEDICAL CENTER,nan
RAMIREZ DANNY,JESUS DELGADO MEMORIAL MEDICAL CENTER,nan
RAMOS KEVIN,TMC - North Edsa Annex,nan
RASA THERESA GRACE,QUEZON CITY GENERAL HOSPITAL,nan
REMOROZA WILHELMINA,CAPITOL MEDICAL CENTER,nan
RENDON SONNETH ANNE,CAPITOL MEDICAL CENTER,nan
REYES PATRICK ERLO,QUEZON CITY GENERAL HOSPITAL,nan
REYNANTE PRINCESS REGINE,CAPITOL MEDICAL CENTER,nan
RIRAO LOUBELLE,CAPITOL MEDICAL CENTER,nan
RIVERA TWINKIE MARICE,CAPITOL MEDICAL CENTER,nan
ROLEDA ARLEEN LOUISE,QUEZON CITY GENERAL HOSPITAL,nan
ROSAL MARYLOU,ROXAS DISTRICT,97377.0
ROSTRATA MYRR KEA,CAPITOL MEDICAL CENTER,nan
ROTAIRO EDGAR,QUEZON CITY GENERAL HOSPITAL,nan
SABANGAN JOEL,METRO NORTH,nan
SABINIANO KATHLEEN,HEALTHWAY,95241.0
SALAZAR JED RYAN,CAPITOL MEDICAL CENTER,nan
SALCEDO TIMOTHY,CAPITOL MEDICAL CENTER,nan
SALVADOR ABIGAIL,QUEZON CITY GENERAL HOSPITAL,nan
SAMANTELA ALMA,ROXAS DISTRICT,nan
SAMARITA MA. ESTHER,QUEZON CITY GENERAL HOSPITAL,nan
SAMONTE PRECIOUS,J.P SIOSON GEN.HOSPITAL,nan
SANCHEZ JEANNE LOU,TANDANG SORA,nan
SANTARINA JULIANNE ROSE,CAPITOL MEDICAL CENTER,nan
SANTOS RONALD,HEALTHWAY,nan
SARMIENTO MARY JANE,HEALTHWAY,nan
SEBASTIAN ANTONIO,KAMUNING +,nan
SEBASTIAN KEREN MARIE,CAPITOL MEDICAL CENTER,nan
SENGSON ALTHEA LOURESE,CAPITOL MEDICAL CENTER,nan
SICAT MARIA THERESA,Pacific Global Medical Center,nan
STA ISABEL MARYANNE GRACE,QUEZON CITY GENERAL HOSPITAL,nan
SUMILONG ROMMEL PAOLO,J.P SIOSON GEN.HOSPITAL,nan
TAMAYO JORIZA KRISTEL,QUEZON CITY GENERAL HOSPITAL,nan
TAN KATHERINE,HEALTHWAY,nan
TANG  IRENE,HEALTHWAY,nan
TAPANG CLARIZZE FRANCESCA,HEALTHWAY,nan
TEJADA MICHEL KATRINA,VETERANS MEMORIAL MEDICAL CENTER,nan
TEJADA MARC LERRY,Delo Santos Hospital,nan
TEMPORAL JENNIFER,QUEZON CITY GENERAL HOSPITAL,nan
TIRADO ANNAH SHEMEI,QUEZON CITY GENERAL HOSPITAL,nan
TOLENTINO CARL,TMC - North Edsa Annex,nan
TOLENTINO CARLOS,TANDANG SORA,nan
TOLENTINO MICHAELA,Delo Santos Hospital,nan
TONGSON RALYMAR,Pacific Global Medical Center,nan
TORIO ROLIJUN,AVENTUS,nan
TORIO JULIEN,CAPITOL MEDICAL CENTER,nan
TORRADO MICHELLE ANN,VETERANS MEMORIAL MEDICAL CENTER,nan
UY RYAN,TMC - FISHERMALL +,nan
UY PRINCESS ELLANE,QUEZON CITY GENERAL HOSPITAL,nan
UY ANGELI,VETERANS MEMORIAL MEDICAL CENTER,nan
VALDEZ RICA,VETERANS MEMORIAL MEDICAL CENTER,nan
VALDEZ MARIAM JOANNA,HEALTHRIGHT INC,nan
VALILA MIA CASSANDRA,QUEZON CITY GENERAL HOSPITAL,nan
VELASQUEZ JONALYN,QUEZON CITY GENERAL HOSPITAL,nan
VENTURA MIKHAELA,HEALTHRIGHT INC,nan
VERIDIANO AIMEE,TMC - FISHERMALL +,nan
VICENCIO ROBERT,METRO NORTH,nan
VICENTE FREDRICK,HEALTHWAY,nan
VILLANUEVA JAMES,PHILIPPINE KIDNEY DIALYSIS FOUNDATION,nan
VILLAPANDO ANGELO,HEALTHWAY,nan
VILLARETE RAOUL,HEALTHWAY,nan
VIVAR ANGELINE,QUEZON CITY GENERAL HOSPITAL,nan
WU YNCHUN,MY HEALTH CLINIC,nan
YAP KRIZIA CAMILLE,HEALTHRIGHT INC,nan
ZIPAGAN WINNIE REY,HEALTHRIGHT INC,nan
ZUNIGA YASMIN,HEALTHWAY,nan
ABONAL ABIGAIL,"BICOL CARDIO DIAGNOSTIC COOP, NG CITY-B4SD205",nan
ALMELOR FRANCIS,"PLAZA MEDICA, NAGA CITY",nan
ANTONIO JR. CELSO,"NILO ROA HOSPITAL, NAGA CITY-B4SD205",nan
BACSAIN KAREN IVY,"MOTHER SETON HOSP, NAGA CITY",nan
BALATAN FRANCIA,"MOTHER SETON HOSP, NAGA CITY-B4SD205",nan
BALDON PAMELA,CADLAN PILI CAM. SUR,nan
BARCE JERUSA,"BARCES CLINIC, IRIGA CITY-B4SD205",nan
BARRAMEDA LARA MEA,"ST. CAMILLUS  CLINIC, NAGA CITY",nan
BARRION DELFIN,"BICOL CARDIO DIAGNOSTIC COOP, NG CITY-B4SD205",nan
BASCUNA ROSITO,"BASCUNA CLINIC, PILI CAM SUR-B4SD205",nan
BASCUNA JR ROSITO,"BICOL MEDICAL CENTER, NAGA CITY",nan
BELLECA WILBUR,"ST. LOUISE HOSPITAL, NAGA CITY-B4SD205",nan
BELMONTE CHONA,"MESIRICORDIA ST,NAGA CITY-B4SD205",nan
BELMONTE CARLO ALPHONSO,"MESIRICORDIA ST,NAGA CITY",nan
BELTRAN JEANIE ALLEN MARIE,"Borja-Fernando Building. Grandva;e 2, San Felipe Naga City",nan
BOMBASE MARY GRACE,"BICOL CARDIO DIAGNOSTIC COOP, NG CITY-B4SD205",nan
BONACUA NARCISA,"NILO ROA HOSPITAL, NAGA CITY-B4SD205",nan
BONGON JOSEPH,"MOTHER SETON HOSP, NAGA CITY-B4SD205",nan
BONOS JOSEPHINE,"ST. LOUISE HOSPITAL, NAGA CITY",nan
BORJA JERRIZA,"MOTHER SETON HOSP, NAGA CITY",nan
BUERANO EDITHA,LOURDES HOSPITAL-DAET CAMARINES NORTE,nan
CABAUATAN BELINDA,"ST.LOUISE CENTER, NAGA CITY-B4SD205",nan
CACERES RAMON,"PLAZA MEDICA, NAGA CITY-B4SD205",nan
CALAOAGAN EUGENE,GOA CAMARINES SUR,nan
CAMPITA MELINDA,"ST. LOUISE HOSPITAL, NAGA CITY-B4SD205",nan
CANDIDO GENE,"NILO ROA HOSPITAL, NAGA CITY-B4SD205",nan
CARESOSA REYNALDO,"NAGA CITY HOSPITAL,NAGA CITY-B4SD205",nan
CARLOS GIOVANNI,LOURDES HOSPITAL-DAET CAMARINES NORTE,nan
CATANGUI JOSEFINO,"LOURDES HOSPITAL, IRIGA CITY-B4SD205",nan
CERENO PEDRO DENNIS,"CERENO CLINIC, PILI CAM SUR-B4SD205",nan
CEVALLOS RHODERICK,"BICOL CARDIO DIAGNOSTIC COOP, NG CITY-B4SD205",nan
CHAVEZ RUBEN,"BICOL CARDIO DIAGNOSTIC COOP, NG CITY-B4SD205",nan
CHAVEZ KARL JOSEPH,"MOTHER SETON HOSP, NAGA CITY",nan
CHICO EDNA,"MOTHER SETON HOSP, NAGA CITY",nan
CLAVERIA JAMES RAPHAEL,"ST. CAMILLUS  CLINIC, NAGA CITY",nan
CO SORIANO JULIUS,"BICOL CARDIO DIAGNOSTIC COOP, NG CITY-B4SD205",nan
CORTERO JOSEPH,"NAGA CITY HOSPITAL,NAGA CITY",nan
CORTEZ ANA NOEL,CADLAN PILI CAM. SUR-B4SD205,nan
CRESENCIO JAY VINCENT,"ST. CAMILLUS  CLINIC, NAGA CITY",nan
CRESENCIO EFREN,"CRESENCIO CLINIC, IRIGA CITY-B4SD205",nan
DE JESUS RONALDO,LOURDES HOSPITAL-DAET CAMARINES NORTE,nan
DE LIMA DUNCAN,"ST. LOUISE HOSPITAL, NAGA CITY",nan
DELA CRUZ EDWIN,CADLAN PILI CAM. SUR-B4SD205,nan
DELOS REYES FE,"MOTHER SETON HOSP, NAGA CITY-B4SD205",nan
DIAZ GREG,"MOTHER SETON HOSP, NAGA CITY",nan
ELEANOR SHERLYN,LOURDES HOSPITAL-DAET CAMARINES NORTE,nan
ELGAR MA. EULALIA,"NATIONAL HIGHWAY, NABUA CAM SUR-B4SD205",nan
ESCANDOR  JAN KARLA,"SOCIAL SECURITY SYSTEM, NAGA CITY-B4SD205",nan
ESCUADRA IMELDA,MAGSAYSAY  NAGA CITY-B4SD205,nan
ESPIRITU ANDREW,"PLAZA MEDICA, NAGA CITY-B4SD205",nan
ESPLANA VINESSE,CADLAN PILI CAM. SUR,nan
EVANGELISTA ROEL,VIRAC CATANDUANES,nan
FABUNAN JONATHAN,"MOTHER SETON HOSP, NAGA CITY-B4SD205",nan
FELIPE BOBBY,GOA CAMARINES SUR,nan
FERNANDO ROSEMEN,"PLAZA MEDICA, NAGA CITY-B4SD205",nan
FERNANDO ROY,"PLAZA MEDICA, NAGA CITY-B4SD205",nan
FLORENDO BENJAMIN,"FLORENDOS MEDICAL CLINIC,FRANCIA NAGA CITY-B4SD205",nan
GALICIA SHERYL ANN,"DABU BUILDING,E. ANGELES STREET NAGA CITY-B4SD205",nan
GARCIA ANGELITA,"ST. LOUISE HOSPITAL, NAGA CITY",nan
GENERIC 1 MD,GENERIC-B4SD205,nan
GENERIC 10 MD,GENERIC-B4SD205,nan
GENERIC 2 MD,GENERIC-B4SD205,nan
GENERIC 3 MD,GENERIC-B4SD205,nan
GENERIC 4 MD,GENERIC-B4SD205,nan
GENERIC 5 MD,GENERIC-B4SD205,nan
GENERIC 6 MD,GENERIC-B4SD205,nan
GENERIC 7 MD,GENERIC-B4SD205,nan
GENERIC 8 MD,GENERIC-B4SD205,nan
GENERIC 9 MD,GENERIC-B4SD205,nan
GERONIMO FROILAN ACE,CADLAN PILI CAM. SUR,nan
GONZALES GILDA,"GONZALES CLINIC, NABUA CAM SUR-B4SD205",nan
GONZALES RENE,"GONZALES CLINIC, IRIGA CITY-B4SD205",nan
GUAZON JOHN LEO,"GUAZON CARDIO CARE CLINIC, PANGANIBAN-B4SD205",nan
GUERERO EMMANUEL,VIRAC CATANDUANES,nan
GUTIERREZ MARIBEL,"ST. LOUISE HOSPITAL, NAGA CITY-B4SD205",nan
IDANO KAREN,CADLAN PILI CAM. SUR,nan
INOTURAN OLIVIA,CADLAN PILI CAM. SUR-B4SD205,nan
LAGUIDAO EDESSA,CADLAN PILI CAM. SUR-B4SD205,nan
LAMBAN ANGEL,VIRAC CATANDUANES,nan
LAO VICENTE,TIGAON CAMARINES SUR,nan
LAUSIN RHODA,LOURDES HOSPITAL-DAET CAMARINES NORTE,nan
LAZO ANDERSON,LOURDES HOSPITAL-DAET CAMARINES NORTE,nan
LEE ELAH JOHNIE,CADLAN PILI CAM. SUR,nan
LEE GEMMA,GOA CAMARINES SUR,nan
LEVISTE LYCA LEI,CADLAN PILI CAM. SUR-B4SD205,nan
LIM GINA,TIGAON CAMARINES SUR,nan
LLAGAS DIONISIO,"NILO ROA HOSPITAL, NAGA CITY",nan
LLENARESAS CLARIN,"ST. CAMILLUS  CLINIC, NAGA CITY",nan
LLORIN JR. RUFO,"RAMAIDA BUILDING, NAGA CITY-B4SD205",nan
LUCENA LOURDES LYNNE,"MOTHER SETON HOSP, NAGA CITY-B4SD205",nan
MADAYAG ROSEMARIE,VIRAC CATANDUANES,nan
MAGNAYE ROGELIO GEORGE,"MOTHER SETON HOSP, NAGA CITY-B4SD205",nan
MAGSOMBOL THELMA,GOA CAMARINES SUR,nan
MANLAGNIT MA. CRESCENTA,"BICOL CARDIO DIAGNOSTIC COOP, NG CITY-B4SD205",nan
MARZAN LALYN IRENE,CADLAN PILI CAM. SUR-B4SD205,nan
MATA ANABEL,VIRAC CATANDUANES,nan
MENDOZA MICHAEL ADRIAN,"LOURDES HOSPITAL, IRIGA CITY",nan
MORALLO MACRINA,"LOURDES HOSPITAL, IRIGA CITY",nan
NACARIO SUSSETTE,"BICOL ACCESS HEALTH CENTRUM, NAGA CITY-B4SD205",nan
NACIONAL KRISTINE,"ST. CAMILLUS  CLINIC, NAGA CITY",nan
NOBLEZA  AIMEE MARIE,"MESIRICORDIA ST,NAGA CITY-B4SD205",nan
NOVELA JUSTIN,"NOVELA CLINIC, IRIGA CITY-B4SD205",nan
OBIAS MARIBON,GOA CAMARINES SUR,nan
ORENSE JEAN,"BICOL ACCESS HEALTH CENTRUM, NAGA CITY-B4SD205",nan
PADILLA DOLORES,LOURDES HOSPITAL-DAET CAMARINES NORTE,nan
PANDES ORVILLE JESS,CADLAN PILI CAM. SUR-B4SD205,nan
PANLIBOTON  ELVIN,"BICOL ACCESS HEALTH CENTRUM, NAGA CITY-B4SD205",nan
PARAN RAMON CARLOS,CADLAN PILI CAM. SUR,nan
PAREDES EDGARDO,"BICOL CARDIO DIAGNOSTIC COOP, NG CITY",nan
PAREDES FLORANIE,"BICOL CARDIO DIAGNOSTIC COOP, NG CITY-B4SD205",nan
PAYTE JENNIFER,"FLORENDOS MEDICAL CLINIC,FRANCIA NAGA CITY-B4SD205",nan
PAZ JOFRAMEL,"CITY HEALTH OFFICE, NAGA CITY-B4SD205",nan
PELO RICHARD,"BICOL CARDIO DIAGNOSTIC COOP, NG CITY-B4SD205",nan
PEREZ III JOAQUIN,"PLAZA MEDICA, NAGA CITY-B4SD205",nan
PINTO MARIA FRANCES,"ST. CAMILLUS  CLINIC, NAGA CITY",nan
PONTILLAS AYEZL,"LOURDES HOSPITAL, IRIGA CITY",nan
PORNILLOS ELOISA,"PORNILLOS CLINIC, IRIGA CITY-B4SD205",nan
RANCES OLIVER,"MOTHER SETON HOSP, NAGA CITY",nan
RANOLA MICHELLE,"BICOL ACCESS HEALTH CENTRUM, NAGA CITY-B4SD205",nan
RAÑOLA III JOSE MANUEL,PANGANIBAN NAGA CITY-B4SD205,nan
REJANTE ERIKA,"PLAZA MEDICA, NAGA CITY",nan
ROJAS GERALDINE,VIRAC CATANDUANES,nan
ROLL GISELLE,LOURDES HOSPITAL-DAET CAMARINES NORTE,nan
ROMANO ELLAINE,CADLAN PILI CAM. SUR,nan
ROMULO AGLUGOB,"SOCIAL SECURITY SYSTEM, NAGA CITY-B4SD205",nan
RONATAY ANDREI JAMES,CADLAN PILI CAM. SUR-B4SD205,nan
SABALLUEGE JOSE CARLOS,"ST. CAMILLUS  CLINIC, NAGA CITY",nan
SAJULGA CHRISTINE,"PLAZA MEDICA, NAGA CITY",nan
SANTY THEO JAY,"MOTHER SETON HOSP, NAGA CITY",nan
SARSONA FRANCIS,"MOTHER SETON HOSP, NAGA CITY",nan
SEMANA TEODORO,"DABU BUILDING,E. ANGELES STREET NAGA CITY-B4SD205",nan
SY FREDDIE,"BICOL ACCESS HEALTH CENTRUM, NAGA CITY-B4SD205",nan
TABANAO MOLAVE,LOURDES HOSPITAL-DAET CAMARINES NORTE,nan
TEJADA LAURENE,LOURDES HOSPITAL-DAET CAMARINES NORTE,nan
TOLENTINO SANCHO,"BICOL CARDIO DIAGNOSTIC COOP, NG CITY-B4SD205",nan
TORRES MA. TERESA,LOURDES HOSPITAL-DAET CAMARINES NORTE,nan
TUPLANO ROMELLE,VIRAC CATANDUANES,nan
URSUA RODOLFO,"BICOL MEDICAL CENTER, NAGA CITY",nan
URSUA RAMON JACINTO,"BICOL ACCESS HEALTH CENTRUM, NAGA CITY-B4SD205",nan
VALEN ROMMEL,VIRAC CATANDUANES,nan
VALENCIA NERI JANE,CADLAN PILI CAM. SUR-B4SD205,nan
VALENCIA JEFFREY,"ST. CAMILLUS  CLINIC, NAGA CITY",nan
VALENZUELA DOMINGO,"PLAZA MEDICA, NAGA CITY",nan
VILLANUEVA EDGAR,LOURDES HOSPITAL-DAET CAMARINES NORTE,nan
ZABALDICA ANITA,"BICOL ACCESS HEALTH CENTRUM, NAGA CITY-B4SD205",nan
ZUNIGA RUCELLE,VIRAC CATANDUANES,nan
ABEJERO JOSHUA,UC Medical,nan
ACEDO CINDY,Gallares Hospital,nan
AGUNIAS JHAPHET,Chong Hua Mandaue,nan
ANDALES DEXTER GIOVANNI,UC Medical,nan
ARANETA GRACE,Lim Hong Khu,nan
ARCIBAL  FERNANDO,Arcibal Medical Clinic,nan
ASOY MARIZ,Chong Hua Hospital,nan
AVILA CHARLIE,Cebu Doctor's Hospital,nan
BARBA MERLE,Cebu Doctor's Hospital,nan
BASUBAS GLENDA,Perpetual Succour Hospital,nan
BATOCTOY  KAREN,Cebu Doctor's Hospital,nan
BATUCAN  MARLO,Chong Hua Mandaue,nan
BRIONES WYBEN,Perpetual Succour Hospital,nan
BUENO JOY,Tagbilaran Community,nan
BUSICO FARRAH,UC Medical,nan
CAMACHO MARY KRISTINE CLAIRE,Chong Hua Mandaue,nan
CAMALONGAY  ROSE,Camalongay Clinic,nan
CHEUNG JACQUELINE PATRICIA,Maayo Medical Hospital,nan
CHUA  BERNARDITA,Perpetual Succour Hospital,nan
CHUA  JUDY,Chong Hua Mandaue,nan
CHUA HENRY,Cebu Doctor's Hospital,nan
COHITMINGAO EDGAR,UC Medical,nan
COHITMINGAO EDGAR SR.,Cohitmingao Medical Clinic,nan
COSTALES FE,Perpetual Succour Hospital,nan
CUIZON WAYNILA,Chong Hua Mandaue,nan
CUIZON KRISTINE,UC Medical,nan
DACLAN  FRANCIS PAOLO,UC Medical,nan
DAPLAS JULIE ANN,Lim Hong Khu,nan
DE GRACIA RYAN,UC Medical,nan
DELOS SANTOS ISAGANI JODL GAVIOLA,ACE Medical Bohol,nan
DOLORES  LARGO,Cebu Doctor's Hospital,nan
DUMAGUIN KRIS RAY,UC Medical,nan
ELCANO JANET,Chong Hua Mandaue,nan
ELUMBA MARY CLAIRE TRINITY,UC Medical,nan
ERMAC EDISA,UC Medical,nan
ESGUERRA JONIS MICHEAL,Vicente Sotto Memorial Medical,nan
EUGENIO KRISTOPERCE,Chong Hua Mandaue,nan
EVARDONE JOSE SOCRATES,ACE Medical Bohol,nan
FLORDELIS CHERRY LEAH,Chong Hua Mandaue,nan
FLORDELIZ JEREMY,Perpetual Succour Hospital,nan
FLORES  FARREDA FATIMA,Metro Psych Facility,nan
GACRAMA PAUL MARTIN,Maayo Medical Hospital,nan
GALLEGO CARL VINCENT,UC Medical,nan
GARCIA  LAMBERTO,Cebu Doctor's Hospital,nan
GARGARITANO JANET,Cebu Doctor's Hospital,nan
GAVINO GRACE,Gavino Clinic,nan
GENTALLAN  JESSA,Lim Hong Khu,nan
GIGATARAS ROLAND MARK,UC Medical,nan
GO DEBBIE,UC Medical,nan
HALASAN BERNADETTE,Chong Hua Mandaue,nan
HANDUGAN MARK VINCENT,ACE Medical Bohol,nan
HIJOSA HAZEL,UC Medical,nan
IGOT MARIA LEORE,Mendero Medical Hospital,nan
INDOLOS LYN,Metro Psych Facility,nan
INSO CHRISTINE ANNE,UC Medical,nan
JUMANGIT  JANREI,ACE Medical Bohol,nan
LECHAGO ANGELITO,ACE Medical Bohol,nan
LIM EDWIN,Perpetual Succour Hospital,nan
LIM CHRISTIAN EMMANUEL,ACE Medical Bohol,nan
LIM JOSEF,Cebu Doctor's Hospital,nan
LLEVA  ROBERT GILL,Lleva Health Clinic,nan
LOCAYON RUTHIE JANE,Chong Hua Mandaue,nan
MACAPAZ JEANETTE,ACE Medical Bohol,nan
MASCARINAS NYTTE CELLE  JANNE,ACE Medical Bohol,nan
MEJARITO ALLAN,Mactan Doctors Hospital,nan
MENDOZA EMMA,Perpetual Succour Hospital,nan
MODEQUILLO MARGARET,Perpetual Succour Hospital,nan
MONTOYA JOSEPH,UC Medical,nan
NAVARRO JONATHAN,UC Medical,nan
NOVAL  LERMA,Chong Hua Mandaue,nan
NOVAL  RALPH JOHN,Noval Clinic,nan
ONATE JORGE,Cebu Doctor's Hospital,nan
OUANO CRISPIN,UC Medical,nan
PATINDOL LILIOSA,Lim Hong Khu,nan
PLUS TERESA,Alturas Group,nan
POLITO ERASTOSTHENES,UC Medical,nan
QUIZA  CESAR,Chong Hua Mandaue,nan
RODRIGUEZ TERESITA,Rodriguez Clinic,nan
ROLUNA IVORY,ACE Medical Bohol,nan
RUAYA AMY,ACE Medical Bohol,nan
SABERON KEITH MOON,Cebu Doctor's Hospital,nan
SABERON ALLAN,Saberon Medical Clinuc,nan
SALES RONALD,Lim Hong Khu,nan
SARANZA GERARD,Chong Hua Hospital,nan
SEIDENSCHWARZ FRANZ,UC Medical,nan
SEPE VALERIE,Lim Hong Khu,nan
SEPE ENRIQUETA,Lim Hong Khu,nan
SITOY APOLLO,Cebu Doctor's Hospital,nan
SUMALINOG GUIAN DARNELL,UC Medical,nan
SY  ELEUTERIA,Vicsal Corporation,nan
TAGAYTAY THEO GENESIS,ACE Medical Bohol,nan
TAN  DEREK,Chong Hua Hospital,nan
TENAZAS ENRIQUE,Perpetual Succour Hospital,nan
TRECERO SHEILA RAHNIE,ACE Medical Bohol,nan
UGPO JOSE ANTONIETTO,ACE Medical Bohol,nan
UN CEDRIC,UC Medical,nan
UY GERARD DENNIS,UC Medical,nan
UY MICHAEL,Alturas Group,nan
VANO MEDICAL,Vaño Medical,nan
VASQUEZ RHODORA,UC Medical,nan
VATANAGUL JAIRUNGCHAI,Perpetual Succour Hospital,nan
VISITACION TWEETY,Mactan Doctors Hospital,nan
WONG JENDY,Chong Hua Mandaue,nan
YAP YVETTE ETHEL,Cebu Doctor's Hospital,nan
ABONADO GERALD JOEL,WESTERN VISAYAS SANITARIUM GENERAL HOSPITAL,nan
ABRIL JOANNE,AKLAN KALIBO,nan
ACOSTA JOEFIL,ILOILO SAINT PAUL HOSPITAL,nan
AGUILLON ESTER FE,DINGLE,nan
ALAVA LEONOR,ILOILO MISSION HOSPITAL,nan
ALIPAO-GILO REINA PAZ,GUIMBAL,nan
ALTIMO CARLITO,ILOILO DOCTORS HOSPITAL,nan
ANAYAN MA. THERESA CRISANTA,ILOILO DOCTORS HOSPITAL,nan
ANDALEZA CARMELA,ILOILO SAINT PAUL HOSPITAL,nan
APISTAR MATIAS,JARO,nan
ARCE SIMEON JR.,AKLAN KALIBO,nan
ARCE MARIBEL,AKLAN KALIBO,nan
BACUS JIM,ROXAS CITY,nan
BAGUIO BRUCE JOSEPH,ROXAS CITY,nan
BARRAMEDA ROMULO,ILOILO SAINT PAUL HOSPITAL,nan
BARREDO ROBERT MARTIN,ILOILO DOCTORS HOSPITAL,nan
BASCOS MA.CANDIE PEARL,JARO,nan
BATERNA KRISTINE CLAIRE,ILOILO SAINT PAUL HOSPITAL,nan
BAYLON MA. REGINA,ILOILO DOCTORS HOSPITAL,nan
BELASOTO JOEVIC,ROXAS CITY,nan
BELTRAN JANET,ILOILO SAINT PAUL HOSPITAL,nan
BENLIRO REMO,ILOILO SAINT PAUL HOSPITAL,nan
BERAME ELI,HEALTHLINK ILOILO,nan
BEUP MARY BLOOM,ILOILO DOCTORS HOSPITAL,nan
BLANCO FLORENCE,ILOILO SAINT PAUL HOSPITAL,nan
BUENAFLOR PATRICK DEXTER,AKLAN KALIBO,nan
BUENAFLOR REGINA RUIZ,AKLAN KALIBO,nan
BUENVINEDA APRIL,ROXAS CITY,nan
BUGNA EDUARDO,DINGLE,nan
BUNDA MA. NILDA,PLAZA LIBERTAD,nan
BUNOL JENNIFER,GUIMARAS,nan
BUNOL RONELO,GUIMARAS,nan
CABANA ROSAURO,ILOILO SAINT PAUL HOSPITAL,nan
CAOYONAN IRENE,GUIMARAS,nan
CASTIGADOR GRACE,CALINOG,nan
CATHEDRAL LUZ,MEDICUS HEALTH PARTNERS,nan
CATOTO JAMES,HEALTHLINK ILOILO,nan
CELIS MARIAN,JARO,nan
CHIN JUDE ANLYN,CITY PROPER,nan
CHIN PAULETTE,CITY PROPER,nan
CHUNG MA. DAYLINDA,ILOILO DOCTORS HOSPITAL,nan
CLAVEL FELI CLAIRE,ILOILO DOCTORS HOSPITAL,nan
COMUELO JERUSHA,ILOILO SAINT PAUL HOSPITAL,nan
CORDERO ETHEL,ILOILO SAINT PAUL HOSPITAL,nan
DABAO LUIS SERAFIN,ILOILO SAINT PAUL HOSPITAL,nan
DE JOSE JHOANNA,AKLAN KALIBO,nan
DE LEON LORENA,ILOILO MISSION HOSPITAL,nan
DE PILI MA. SYLVIA THERESA,ILOILO SAINT PAUL HOSPITAL,nan
DEBUQUE EILEEN MAY,AKLAN KALIBO,nan
DELA CRUZ RODOLFO,ILOILO SAINT PAUL HOSPITAL,nan
DELA CRUZ JULIE ANN,ILOILO SAINT PAUL HOSPITAL,nan
DELA CRUZ PETER BRAYAN,ILOILO HEALTHSCREEN,nan
DELA CRUZ ALISTER KASHMIR,AKLAN KALIBO,nan
DELFIN  AURA,MOLO HEALTH CENTER,nan
DELGADO MARTIN,LAPAZ MATERNITY HEALTH CENTER,nan
DELLEVA PHOEBE,LAPAZ MATERNITY HEALTH CENTER,nan
DEQUITO SHIELA,WESTERN VISAYAS SANITARIUM GENERAL HOSPITAL,nan
DIAZ JESUS JR.,ROXAS CITY,nan
DIERON ELVIE,TIGBAUAN,nan
DIMACUTAC MA. ZULIA,HEALTHLINK ILOILO,nan
DIVINAGRACIA MELBERT,ILOILO SAINT PAUL HOSPITAL,nan
DIVINAGRACIA ELLAMAE,ILOILO SAINT PAUL HOSPITAL,nan
DORIN JAY,Villa,nan
DORIN MARY GRACE,Miagao,nan
DULOS ROGER,ILOILO SAINT PAUL HOSPITAL,nan
ENCARNACION DANILO,ILOILO SAINT PAUL HOSPITAL,nan
ESCANLLAR IREEN,TIGBAUAN,nan
ESLABAN MARIA BERNADETTE,ILOILO DOCTORS HOSPITAL,nan
ESTEPAR EMELIE,ILOILO DOCTORS HOSPITAL,nan
FANTILAGA ROLINA,PASSI,nan
FAULAN FEJELIA,ILOILO MISSION HOSPITAL,nan
FERRER MALBAR,ILOILO SAINT PAUL HOSPITAL,nan
FLORES MARK LEONARD,ILOILO SAINT PAUL HOSPITAL,nan
GARDOSE CEASAR,ILOILO MISSION HOSPITAL,nan
GAW TE JOHN,ILOILO SAINT PAUL HOSPITAL,nan
GAW TE KATHLEEN,ILOILO SAINT PAUL HOSPITAL,nan
GENOVATIN RAFAELA,OTON,nan
GERMIA TWINKLE,WESTERN VISAYAS SANITARIUM GENERAL HOSPITAL,nan
GOPIO EGRES,ILOILO DOCTORS HOSPITAL,nan
GUINTIVANO NOEL,LEGANES,nan
GUIRNELA LISHA PEARL,ROXAS CITY,nan
HERBILLA LUZ,POTOTAN,nan
HILASQUE CARLO MIGUEL,ILOILO DOCTORS HOSPITAL,nan
IBOJOS ELEONOR,ILOILO MISSION HOSPITAL,nan
INOSANTO MA. FELMA,OTON,nan
JALANDRA SHEILA MAE,ILOILO SAINT PAUL HOSPITAL,nan
JAMOYOT EDEN,WESTERN VISAYAS SANITARIUM GENERAL HOSPITAL,nan
JARDIOLIN MARY ANN,ILOILO DOCTORS HOSPITAL,nan
JARINA PINKY,TIGBAUAN,nan
JAVA LEONARDO,OTON,nan
JAVIER JOY,Miagao,nan
JINON EFIFANIA,LEGANES,nan
JOLO  JASMIN,El98 institution,nan
JORDAN NIEVA JEAN,POTOTAN,nan
JUANEZA RENE,ILOILO DOCTORS HOSPITAL,nan
LADRIDO IV DARLLETE,AKLAN KALIBO,nan
LAGUNDAY PEPITO,ROXAS CITY,nan
LAPASTORA KEN HILARIO,ILOILO SAINT PAUL HOSPITAL,nan
LAPATING HOPE,PASSI,nan
LOQUIANO MA. ZENNY,ILOILO SAINT PAUL HOSPITAL,nan
MACHAHILAS JULIET,AKLAN KALIBO,nan
MALAKI LENNY,ILOILO SAINT PAUL HOSPITAL,nan
MASNA RAMON,PASSI,nan
